0         	netw           	TxRx	     	latencies, ms: 
in0 >	10|0	10|0	10|0	
in1 >	10|0	10|0	10|0	
in2 >	10|0	10|0	10|0	
 	v	v	v	
out	0	1	2	
5.01      	netw           	  Rx	< < <	checkReceive	0->2 TX_FIND_PREDECESSOR mID 5768 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @2 s @0 i @0 sID @1 pS 0
5.02      	netw           	Tx  	> > >	send	->2 RX_FIND_PREDECESSOR mID 5768 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @2 s @0 i @0 sID @1 pS 0
5.02      	netw           	  Rx	< < <	push_into_network	->0 TX_ACK mID 5768 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @2 i @0 sID @0 pS 0
5.02      	netw           	  Rx	< < <	push_into_network	->0 TX_PREDECESSOR mID 5768 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @0 s @2 i @0 sID @0 pS 0
5.02      	netw           	  Rx	< < <	checkReceive	2->0 TX_ACK mID 5768 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @2 i @0 sID @0 pS 0
5.03      	netw           	Tx  	> > >	send	->0 RX_ACK mID 5768 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @2 i @0 sID @0 pS 0
5.03      	netw           	  Rx	< < <	push_into_network	->0 TX_FIND_SUCCESSOR mID 7457 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @2 i @2 sID @3 pS 0
5.03      	netw           	  Rx	< < <	checkReceive	2->0 TX_PREDECESSOR mID 5768 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @0 s @2 i @0 sID @0 pS 0
5.04      	netw           	Tx  	> > >	send	->0 RX_PREDECESSOR mID 5768 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @0 s @2 i @0 sID @0 pS 0
5.04      	netw           	  Rx	< < <	checkReceive	2->0 TX_FIND_SUCCESSOR mID 7457 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @2 i @2 sID @3 pS 0
5.04      	netw           	  Rx	< < <	push_into_network	->0 TX_FIND_SUCCESSOR mID 7717 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @1 i @1 sID @2 pS 0
5.04      	netw           	  Rx	< < <	push_into_network	->2 TX_NOTIFY mID 8378 pid 1 f t NOTIFY a 1 ps 0 r 0 d @2 s @0 i @0 sID @0 pS 0
5.04      	netw           	  Rx	< < <	checkReceive	0->2 TX_NOTIFY mID 8378 pid 1 f t NOTIFY a 1 ps 0 r 0 d @2 s @0 i @0 sID @0 pS 0
5.05      	netw           	Tx  	> > >	send	->0 RX_FIND_SUCCESSOR mID 7457 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @2 i @2 sID @3 pS 0
5.05      	netw           	Tx  	> > >	send	->2 RX_NOTIFY mID 8378 pid 1 f t NOTIFY a 1 ps 0 r 0 d @2 s @0 i @0 sID @0 pS 0
5.05      	netw           	  Rx	< < <	checkReceive	1->0 TX_FIND_SUCCESSOR mID 7717 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @1 i @1 sID @2 pS 0
5.05      	netw           	  Rx	< < <	push_into_network	->2 TX_ACK mID 7457 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @0 i @0 sID @0 pS 0
5.05      	netw           	  Rx	< < <	push_into_network	->0 TX_ACK mID 8378 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @2 i @0 sID @0 pS 0
5.05      	netw           	  Rx	< < <	push_into_network	->2 TX_SUCCESSOR mID 7457 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @0 i @0 sID @0 pS 0
5.05      	netw           	  Rx	< < <	checkReceive	0->2 TX_ACK mID 7457 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @0 i @0 sID @0 pS 0
5.06      	netw           	Tx  	> > >	send	->0 RX_FIND_SUCCESSOR mID 7717 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @1 i @1 sID @2 pS 0
5.06      	netw           	Tx  	> > >	send	->2 RX_ACK mID 7457 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @0 i @0 sID @0 pS 0
5.06      	netw           	  Rx	< < <	checkReceive	2->0 TX_ACK mID 8378 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @2 i @0 sID @0 pS 0
5.06      	netw           	  Rx	< < <	checkReceive	0->2 TX_SUCCESSOR mID 7457 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @0 i @0 sID @0 pS 0
5.06      	netw           	  Rx	< < <	push_into_network	->1 TX_ACK mID 7717 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
5.06      	netw           	  Rx	< < <	push_into_network	->1 TX_SUCCESSOR mID 7717 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @0 i @0 sID @2 pS 0
5.06      	netw           	  Rx	< < <	checkReceive	0->1 TX_ACK mID 7717 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
5.07      	netw           	Tx  	> > >	send	->0 RX_ACK mID 8378 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @2 i @0 sID @0 pS 0
5.07      	netw           	Tx  	> > >	send	->1 RX_ACK mID 7717 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
5.07      	netw           	Tx  	> > >	send	->2 RX_SUCCESSOR mID 7457 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @0 i @0 sID @0 pS 0
5.07      	netw           	  Rx	< < <	checkReceive	0->1 TX_SUCCESSOR mID 7717 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @0 i @0 sID @2 pS 0
5.08      	netw           	Tx  	> > >	send	->1 RX_SUCCESSOR mID 7717 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @0 i @0 sID @2 pS 0
6.01      	netw           	  Rx	< < <	push_into_network	->1 TX_FIND_SUCCESSOR mID 9651 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @1 pS 0
6.01      	netw           	  Rx	< < <	checkReceive	0->1 TX_FIND_SUCCESSOR mID 9651 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @1 pS 0
6.02      	netw           	Tx  	> > >	send	->1 RX_FIND_SUCCESSOR mID 9651 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @1 pS 0
6.02      	netw           	  Rx	< < <	push_into_network	->0 TX_ACK mID 9651 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
6.02      	netw           	  Rx	< < <	push_into_network	->0 TX_SUCCESSOR mID 9651 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @1 pS 0
6.02      	netw           	  Rx	< < <	checkReceive	1->0 TX_ACK mID 9651 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
6.03      	netw           	Tx  	> > >	send	->0 RX_ACK mID 9651 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
6.03      	netw           	  Rx	< < <	checkReceive	1->0 TX_SUCCESSOR mID 9651 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @1 pS 0
6.03      	netw           	  Rx	< < <	push_into_network	->0 TX_FIND_SUCCESSOR mID 8614 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @2 i @2 sID @4 pS 0
6.04      	netw           	Tx  	> > >	send	->0 RX_SUCCESSOR mID 9651 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @1 pS 0
6.04      	netw           	  Rx	< < <	checkReceive	2->0 TX_FIND_SUCCESSOR mID 8614 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @2 i @2 sID @4 pS 0
6.04      	netw           	  Rx	< < <	push_into_network	->2 TX_FIND_SUCCESSOR mID 9305 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @1 i @1 sID @3 pS 0
6.04      	netw           	  Rx	< < <	checkReceive	1->2 TX_FIND_SUCCESSOR mID 9305 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @1 i @1 sID @3 pS 0
6.05      	netw           	Tx  	> > >	send	->0 RX_FIND_SUCCESSOR mID 8614 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @2 i @2 sID @4 pS 0
6.05      	netw           	Tx  	> > >	send	->2 RX_FIND_SUCCESSOR mID 9305 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @1 i @1 sID @3 pS 0
6.05      	netw           	  Rx	< < <	push_into_network	->2 TX_ACK mID 8614 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @0 i @0 sID @0 pS 0
6.05      	netw           	  Rx	< < <	push_into_network	->1 TX_ACK mID 9305 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
6.05      	netw           	  Rx	< < <	push_into_network	->1 TX_SUCCESSOR mID 9305 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
6.05      	netw           	  Rx	< < <	push_into_network	->1 TX_FIND_SUCCESSOR mID 8614 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @2 sID @4 pS 0
6.05      	netw           	  Rx	< < <	checkReceive	2->1 TX_ACK mID 9305 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
6.05      	netw           	  Rx	< < <	checkReceive	0->2 TX_ACK mID 8614 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @0 i @0 sID @0 pS 0
6.06      	netw           	Tx  	> > >	send	->1 RX_ACK mID 9305 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
6.06      	netw           	Tx  	> > >	send	->2 RX_ACK mID 8614 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @0 i @0 sID @0 pS 0
6.06      	netw           	  Rx	< < <	checkReceive	2->1 TX_SUCCESSOR mID 9305 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
6.07      	netw           	Tx  	> > >	send	->1 RX_SUCCESSOR mID 9305 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
6.07      	netw           	  Rx	< < <	checkReceive	0->1 TX_FIND_SUCCESSOR mID 8614 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @2 sID @4 pS 0
6.08      	netw           	Tx  	> > >	send	->1 RX_FIND_SUCCESSOR mID 8614 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @2 sID @4 pS 0
6.08      	netw           	  Rx	< < <	push_into_network	->0 TX_ACK mID 8614 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
6.08      	netw           	  Rx	< < <	push_into_network	->2 TX_SUCCESSOR mID 8614 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
6.08      	netw           	  Rx	< < <	checkReceive	1->0 TX_ACK mID 8614 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
6.08      	netw           	  Rx	< < <	checkReceive	1->2 TX_SUCCESSOR mID 8614 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
6.09      	netw           	Tx  	> > >	send	->0 RX_ACK mID 8614 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
6.09      	netw           	Tx  	> > >	send	->2 RX_SUCCESSOR mID 8614 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
7.01      	netw           	  Rx	< < <	push_into_network	->1 TX_FIND_SUCCESSOR mID 10115 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @2 pS 0
7.01      	netw           	  Rx	< < <	checkReceive	0->1 TX_FIND_SUCCESSOR mID 10115 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @2 pS 0
7.02      	netw           	Tx  	> > >	send	->1 RX_FIND_SUCCESSOR mID 10115 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @2 pS 0
7.02      	netw           	  Rx	< < <	push_into_network	->0 TX_ACK mID 10115 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
7.02      	netw           	  Rx	< < <	push_into_network	->0 TX_SUCCESSOR mID 10115 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @2 pS 0
7.02      	netw           	  Rx	< < <	checkReceive	1->0 TX_ACK mID 10115 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
7.03      	netw           	Tx  	> > >	send	->0 RX_ACK mID 10115 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
7.03      	netw           	  Rx	< < <	checkReceive	1->0 TX_SUCCESSOR mID 10115 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @2 pS 0
7.03      	netw           	  Rx	< < <	push_into_network	->0 TX_FIND_SUCCESSOR mID 10611 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @2 i @2 sID @0 pS 0
7.04      	netw           	Tx  	> > >	send	->0 RX_SUCCESSOR mID 10115 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @2 pS 0
7.04      	netw           	  Rx	< < <	checkReceive	2->0 TX_FIND_SUCCESSOR mID 10611 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @2 i @2 sID @0 pS 0
7.04      	netw           	  Rx	< < <	push_into_network	->2 TX_FIND_SUCCESSOR mID 11238 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @1 i @1 sID @0 pS 0
7.04      	netw           	  Rx	< < <	checkReceive	1->2 TX_FIND_SUCCESSOR mID 11238 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @1 i @1 sID @0 pS 0
7.05      	netw           	Tx  	> > >	send	->0 RX_FIND_SUCCESSOR mID 10611 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @2 i @2 sID @0 pS 0
7.05      	netw           	Tx  	> > >	send	->2 RX_FIND_SUCCESSOR mID 11238 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @1 i @1 sID @0 pS 0
7.05      	netw           	  Rx	< < <	push_into_network	->2 TX_ACK mID 10611 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @0 i @0 sID @0 pS 0
7.05      	netw           	  Rx	< < <	push_into_network	->1 TX_ACK mID 11238 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
7.05      	netw           	  Rx	< < <	push_into_network	->1 TX_SUCCESSOR mID 11238 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
7.05      	netw           	  Rx	< < <	push_into_network	->2 TX_SUCCESSOR mID 10611 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @0 i @0 sID @0 pS 0
7.05      	netw           	  Rx	< < <	checkReceive	2->1 TX_ACK mID 11238 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
7.05      	netw           	  Rx	< < <	checkReceive	0->2 TX_ACK mID 10611 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @0 i @0 sID @0 pS 0
7.06      	netw           	Tx  	> > >	send	->1 RX_ACK mID 11238 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
7.06      	netw           	Tx  	> > >	send	->2 RX_ACK mID 10611 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @0 i @0 sID @0 pS 0
7.06      	netw           	  Rx	< < <	checkReceive	2->1 TX_SUCCESSOR mID 11238 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
7.06      	netw           	  Rx	< < <	checkReceive	0->2 TX_SUCCESSOR mID 10611 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @0 i @0 sID @0 pS 0
7.07      	netw           	Tx  	> > >	send	->1 RX_SUCCESSOR mID 11238 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
7.07      	netw           	Tx  	> > >	send	->2 RX_SUCCESSOR mID 10611 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @0 i @0 sID @0 pS 0
8.01      	netw           	  Rx	< < <	push_into_network	->1 TX_FIND_SUCCESSOR mID 11826 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @2047 pS 0
8.01      	netw           	  Rx	< < <	checkReceive	0->1 TX_FIND_SUCCESSOR mID 11826 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @2047 pS 0
8.02      	netw           	Tx  	> > >	send	->1 RX_FIND_SUCCESSOR mID 11826 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @2047 pS 0
8.02      	netw           	  Rx	< < <	push_into_network	->0 TX_ACK mID 11826 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
8.02      	netw           	  Rx	< < <	push_into_network	->2 TX_FIND_SUCCESSOR mID 11826 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @1 i @0 sID @2047 pS 0
8.02      	netw           	  Rx	< < <	checkReceive	1->0 TX_ACK mID 11826 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
8.02      	netw           	  Rx	< < <	checkReceive	1->2 TX_FIND_SUCCESSOR mID 11826 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @1 i @0 sID @2047 pS 0
8.03      	netw           	Tx  	> > >	send	->0 RX_ACK mID 11826 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
8.03      	netw           	Tx  	> > >	send	->2 RX_FIND_SUCCESSOR mID 11826 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @1 i @0 sID @2047 pS 0
8.03      	netw           	  Rx	< < <	push_into_network	->1 TX_ACK mID 11826 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
8.03      	netw           	  Rx	< < <	push_into_network	->0 TX_SUCCESSOR mID 11826 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @2 i @0 sID @2 pS 0
8.03      	netw           	  Rx	< < <	checkReceive	2->0 TX_SUCCESSOR mID 11826 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @2 i @0 sID @2 pS 0
8.03      	netw           	  Rx	< < <	checkReceive	2->1 TX_ACK mID 11826 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
8.03      	netw           	  Rx	< < <	push_into_network	->0 TX_FIND_PREDECESSOR mID 12039 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @0 s @2 i @2 sID @2047 pS 0
8.04      	netw           	Tx  	> > >	send	->0 RX_SUCCESSOR mID 11826 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @2 i @0 sID @2 pS 0
8.04      	netw           	Tx  	> > >	send	->1 RX_ACK mID 11826 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
8.04      	netw           	  Rx	< < <	checkReceive	2->0 TX_FIND_PREDECESSOR mID 12039 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @0 s @2 i @2 sID @2047 pS 0
8.04      	netw           	  Rx	< < <	push_into_network	->0 TX_FIND_SUCCESSOR mID 12630 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @1 i @1 sID @2047 pS 0
8.05      	netw           	Tx  	> > >	send	->0 RX_FIND_PREDECESSOR mID 12039 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @0 s @2 i @2 sID @2047 pS 0
8.05      	netw           	  Rx	< < <	checkReceive	1->0 TX_FIND_SUCCESSOR mID 12630 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @1 i @1 sID @2047 pS 0
8.05      	netw           	  Rx	< < <	push_into_network	->2 TX_ACK mID 12039 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @0 i @0 sID @0 pS 0
8.05      	netw           	  Rx	< < <	push_into_network	->2 TX_PREDECESSOR mID 12039 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @2 s @0 i @0 sID @2 pS 0
8.05      	netw           	  Rx	< < <	checkReceive	0->2 TX_ACK mID 12039 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @0 i @0 sID @0 pS 0
8.06      	netw           	Tx  	> > >	send	->0 RX_FIND_SUCCESSOR mID 12630 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @1 i @1 sID @2047 pS 0
8.06      	netw           	Tx  	> > >	send	->2 RX_ACK mID 12039 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @0 i @0 sID @0 pS 0
8.06      	netw           	  Rx	< < <	checkReceive	0->2 TX_PREDECESSOR mID 12039 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @2 s @0 i @0 sID @2 pS 0
8.06      	netw           	  Rx	< < <	push_into_network	->1 TX_ACK mID 12630 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
8.06      	netw           	  Rx	< < <	push_into_network	->2 TX_FIND_SUCCESSOR mID 12630 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @0 i @1 sID @2047 pS 0
8.06      	netw           	  Rx	< < <	checkReceive	0->1 TX_ACK mID 12630 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
8.07      	netw           	Tx  	> > >	send	->1 RX_ACK mID 12630 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
8.07      	netw           	Tx  	> > >	send	->2 RX_PREDECESSOR mID 12039 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @2 s @0 i @0 sID @2 pS 0
8.07      	netw           	  Rx	< < <	checkReceive	0->2 TX_FIND_SUCCESSOR mID 12630 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @0 i @1 sID @2047 pS 0
8.07      	netw           	  Rx	< < <	push_into_network	->0 TX_NOTIFY mID 13665 pid 1 f t NOTIFY a 1 ps 0 r 0 d @0 s @2 i @0 sID @2 pS 0
8.07      	netw           	  Rx	< < <	checkReceive	2->0 TX_NOTIFY mID 13665 pid 1 f t NOTIFY a 1 ps 0 r 0 d @0 s @2 i @0 sID @2 pS 0
8.08      	netw           	Tx  	> > >	send	->0 RX_NOTIFY mID 13665 pid 1 f t NOTIFY a 1 ps 0 r 0 d @0 s @2 i @0 sID @2 pS 0
8.08      	netw           	Tx  	> > >	send	->2 RX_FIND_SUCCESSOR mID 12630 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @0 i @1 sID @2047 pS 0
8.08      	netw           	  Rx	< < <	push_into_network	->2 TX_ACK mID 13665 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @0 i @0 sID @0 pS 0
8.08      	netw           	  Rx	< < <	push_into_network	->0 TX_ACK mID 12630 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @2 i @0 sID @0 pS 0
8.08      	netw           	  Rx	< < <	push_into_network	->1 TX_SUCCESSOR mID 12630 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
8.08      	netw           	  Rx	< < <	checkReceive	2->0 TX_ACK mID 12630 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @2 i @0 sID @0 pS 0
8.08      	netw           	  Rx	< < <	checkReceive	2->1 TX_SUCCESSOR mID 12630 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
8.08      	netw           	  Rx	< < <	checkReceive	0->2 TX_ACK mID 13665 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @0 i @0 sID @0 pS 0
8.09      	netw           	Tx  	> > >	send	->0 RX_ACK mID 12630 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @2 i @0 sID @0 pS 0
8.09      	netw           	Tx  	> > >	send	->1 RX_SUCCESSOR mID 12630 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
8.09      	netw           	Tx  	> > >	send	->2 RX_ACK mID 13665 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @0 i @0 sID @0 pS 0
9.01      	netw           	  Rx	< < <	push_into_network	->2 TX_FIND_SUCCESSOR mID 13228 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @0 i @0 sID @2046 pS 0
9.01      	netw           	  Rx	< < <	checkReceive	0->2 TX_FIND_SUCCESSOR mID 13228 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @0 i @0 sID @2046 pS 0
9.02      	netw           	Tx  	> > >	send	->2 RX_FIND_SUCCESSOR mID 13228 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @0 i @0 sID @2046 pS 0
9.02      	netw           	  Rx	< < <	push_into_network	->0 TX_ACK mID 13228 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @2 i @0 sID @0 pS 0
9.02      	netw           	  Rx	< < <	push_into_network	->0 TX_SUCCESSOR mID 13228 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @2 i @0 sID @2 pS 0
9.02      	netw           	  Rx	< < <	checkReceive	2->0 TX_ACK mID 13228 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @2 i @0 sID @0 pS 0
9.03      	netw           	Tx  	> > >	send	->0 RX_ACK mID 13228 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @2 i @0 sID @0 pS 0
9.03      	netw           	  Rx	< < <	push_into_network	->0 TX_FIND_SUCCESSOR mID 14534 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @2 i @2 sID @3 pS 0
9.03      	netw           	  Rx	< < <	checkReceive	2->0 TX_SUCCESSOR mID 13228 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @2 i @0 sID @2 pS 0
9.04      	netw           	Tx  	> > >	send	->0 RX_SUCCESSOR mID 13228 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @2 i @0 sID @2 pS 0
9.04      	netw           	  Rx	< < <	push_into_network	->2 TX_FIND_PREDECESSOR mID 14102 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @2 s @1 i @1 sID @1 pS 0
9.04      	netw           	  Rx	< < <	checkReceive	2->0 TX_FIND_SUCCESSOR mID 14534 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @2 i @2 sID @3 pS 0
9.04      	netw           	  Rx	< < <	checkReceive	1->2 TX_FIND_PREDECESSOR mID 14102 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @2 s @1 i @1 sID @1 pS 0
